machine_type,machine_id,filename,true_label,health_score,health_state,norm_euclidean,norm_euclidean_recomputed,dsp_group_MFCC,dsp_group_MFCC_delta,dsp_group_MFCC_delta2,dsp_group_Spectral,dsp_group_Temporal,dsp_group_Harmonic,top_embedding_dims,top_embedding_abs_z
pump,id_06,00000004.wav,abnormal,0.0126,CRITICAL,57.7245,39.4053,0.930765,1.104022,1.270761,0.880851,0.85753,1.864819,"[71, 43, 175, 85, 188, 63, 130, 240, 159, 247, 83, 79, 119, 178, 161, 12, 211, 151, 167, 35]","[5.4582, 5.218, 5.177, 5.061, 4.9315, 4.8936, 4.7594, 4.7073, 4.641, 4.6372, 4.6274, 4.5761, 4.5301, 4.424, 4.4016, 4.3629, 4.2866, 4.2135, 4.2019, 4.1783]"
pump,id_06,00000005.wav,abnormal,42.0726,CRITICAL,28.9938,26.8141,0.74536,0.734877,0.722564,1.067288,1.060874,0.667189,"[105, 15, 46, 185, 1, 144, 118, 174, 242, 18, 104, 42, 57, 89, 207, 28, 141, 183, 145, 137]","[3.5355, 3.5113, 3.4911, 3.4411, 3.377, 3.3424, 3.308, 3.2097, 3.2091, 3.1799, 3.079, 3.0422, 3.0194, 2.9815, 2.9331, 2.9252, 2.8703, 2.8489, 2.8389, 2.8275]"
pump,id_06,00000006.wav,abnormal,0.0,CRITICAL,77.6514,43.7332,1.334312,2.221804,1.647697,0.696041,0.89568,1.203014,"[71, 43, 85, 175, 83, 188, 178, 161, 63, 240, 79, 130, 159, 55, 198, 247, 236, 203, 41, 137]","[5.8667, 5.784, 5.6294, 5.5593, 5.5115, 5.4285, 5.427, 5.3607, 5.2868, 4.9782, 4.9529, 4.7759, 4.7462, 4.6793, 4.6338, 4.6311, 4.6139, 4.5989, 4.5475, 4.547]"
pump,id_06,00000007.wav,abnormal,99.687,EXCELLENT,4.6369,7.9784,0.584531,0.509766,0.682193,0.407665,0.483908,0.264787,"[15, 145, 49, 105, 13, 194, 21, 134, 186, 106, 100, 185, 146, 247, 1, 18, 91, 219, 252, 243]","[1.4165, 1.13, 1.1226, 1.0949, 1.0923, 1.0607, 0.9983, 0.9978, 0.9844, 0.9779, 0.9558, 0.9325, 0.9301, 0.9141, 0.9078, 0.9071, 0.8984, 0.8954, 0.8887, 0.8681]"
pump,id_06,00000008.wav,abnormal,0.0,CRITICAL,76.5482,35.8534,1.267398,1.271767,1.218223,0.811393,0.701166,1.514631,"[43, 83, 85, 79, 71, 137, 55, 41, 158, 198, 96, 188, 217, 16, 10, 101, 237, 253, 203, 208]","[4.9185, 4.7955, 4.6857, 4.6242, 4.5751, 4.4794, 4.4498, 4.3116, 4.2101, 4.2093, 4.2045, 4.1742, 4.0063, 3.9601, 3.9433, 3.9381, 3.7801, 3.7515, 3.7252, 3.7111]"
pump,id_06,00000009.wav,abnormal,98.8506,EXCELLENT,8.4577,36.3275,0.528196,0.760165,0.750202,0.82294,0.771766,0.978471,"[105, 252, 13, 207, 42, 61, 57, 120, 239, 132, 174, 242, 68, 136, 62, 223, 241, 185, 144, 109]","[5.1242, 5.0442, 5.0411, 4.9056, 4.8067, 4.7711, 4.7236, 4.5566, 4.5105, 4.4534, 4.4379, 4.4139, 4.4057, 4.217, 4.1567, 4.144, 4.1404, 4.1159, 3.9377, 3.9263]"
pump,id_06,00000010.wav,abnormal,0.0,CRITICAL,73.401,50.8269,1.069003,1.594683,1.111753,0.735566,0.768581,1.400662,"[175, 71, 43, 85, 240, 79, 135, 188, 119, 161, 247, 63, 178, 83, 130, 198, 150, 158, 101, 222]","[7.4147, 6.9335, 6.9289, 6.6953, 6.4914, 6.3792, 6.0449, 6.0256, 5.9821, 5.9534, 5.889, 5.8501, 5.8132, 5.7785, 5.7625, 5.6972, 5.6302, 5.5145, 5.4854, 5.4322]"
pump,id_06,00000011.wav,abnormal,99.3361,EXCELLENT,6.7757,34.7856,0.596073,0.557622,0.609707,0.438474,0.835405,0.648986,"[13, 105, 207, 242, 42, 174, 185, 57, 104, 183, 252, 169, 144, 241, 46, 15, 1, 94, 120, 78]","[5.0725, 5.0651, 4.6052, 4.5954, 4.4212, 4.267, 4.247, 4.1808, 4.0484, 4.0366, 4.0167, 3.9867, 3.9054, 3.898, 3.853, 3.8491, 3.8234, 3.7784, 3.7355, 3.7348]"
pump,id_06,00000012.wav,abnormal,0.4441,CRITICAL,49.0557,30.4217,1.529544,1.576157,0.780582,1.674558,1.276704,1.466589,"[161, 74, 178, 63, 99, 52, 27, 132, 127, 114, 33, 120, 211, 191, 223, 200, 35, 68, 45, 159]","[3.8018, 3.7365, 3.7349, 3.7006, 3.4248, 3.3994, 3.3971, 3.3858, 3.3736, 3.3242, 3.3155, 3.2817, 3.2742, 3.2203, 3.1953, 3.168, 3.1503, 3.1464, 3.142, 3.1327]"
pump,id_06,00000013.wav,abnormal,95.2959,EXCELLENT,13.4337,22.31,0.783038,0.468788,0.623103,0.484013,0.662481,0.879688,"[105, 13, 252, 132, 61, 120, 223, 68, 207, 239, 169, 7, 174, 57, 242, 82, 138, 42, 144, 33]","[3.209, 3.2006, 3.1858, 2.8778, 2.818, 2.6995, 2.6952, 2.6731, 2.6525, 2.6018, 2.5729, 2.5714, 2.5314, 2.5245, 2.4976, 2.4115, 2.3824, 2.3786, 2.3716, 2.3141]"
pump,id_06,00000014.wav,abnormal,0.3874,CRITICAL,49.4396,38.9308,1.035818,1.436816,1.24305,0.614333,1.137691,2.586108,"[71, 175, 43, 85, 119, 130, 247, 63, 240, 188, 12, 159, 79, 160, 146, 222, 167, 35, 151, 83]","[5.5077, 5.2121, 5.023, 5.0065, 4.8993, 4.8516, 4.7867, 4.7255, 4.7205, 4.6781, 4.5543, 4.5146, 4.5027, 4.4999, 4.4633, 4.4428, 4.3198, 4.26, 4.2312, 4.2061]"
